Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
Buenos Aires,25 de Mayo,25 de Mayo,ADSL,6854100,755.0
Buenos Aires,25 de Mayo,25 de Mayo,CABLEMODEM,6854100,4600.0
Buenos Aires,25 de Mayo,25 de Mayo,FIBRA OPTICA,6854100,2.0
Buenos Aires,25 de Mayo,25 de Mayo,SATELITAL,6854100,742.0
Buenos Aires,25 de Mayo,25 de Mayo,WIRELESS,6854100,727.0
Buenos Aires,25 de Mayo,Del Valle,ADSL,6854020,181.0
Buenos Aires,25 de Mayo,Del Valle,OTROS,6854020,10.0
Buenos Aires,25 de Mayo,Del Valle,SATELITAL,6854020,1.0
Buenos Aires,25 de Mayo,Ernestina,ADSL,6854030,75.0
Buenos Aires,25 de Mayo,Gobernador Ugarte,WIRELESS,6854040,181.0
Buenos Aires,25 de Mayo,Lucas Monteverde,WIRELESS,6854050,6.0
Buenos Aires,25 de Mayo,Norberto de la Riestra,CABLEMODEM,6854060,782.0
Buenos Aires,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,6854060,496.0
Buenos Aires,25 de Mayo,Norberto de la Riestra,OTROS,6854060,16.0
Buenos Aires,25 de Mayo,Norberto de la Riestra,WIRELESS,6854060,185.0
Buenos Aires,25 de Mayo,Pedernales,ADSL,6854070,154.0
Buenos Aires,25 de Mayo,Pedernales,FIBRA OPTICA,6854070,25.0
Buenos Aires,25 de Mayo,Pedernales,OTROS,6854070,21.0
Buenos Aires,25 de Mayo,Pedernales,WIRELESS,6854070,7.0
Buenos Aires,9 de Julio,12 de Octubre,WIRELESS,6588030,19.0
Buenos Aires,9 de Julio,9 de Julio,ADSL,6588100,4241.0
Buenos Aires,9 de Julio,9 de Julio,CABLEMODEM,6588100,3463.0
Buenos Aires,9 de Julio,9 de Julio,DIAL UP,6588100,80.0
Buenos Aires,9 de Julio,9 de Julio,FIBRA OPTICA,6588100,6238.0
Buenos Aires,9 de Julio,9 de Julio,WIRELESS,6588100,831.0
Buenos Aires,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,6588010,450.0
Buenos Aires,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),OTROS,6588010,60.0
Buenos Aires,9 de Julio,Dudignac,WIRELESS,6588040,474.0
Buenos Aires,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,6588060,193.0
Buenos Aires,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,6588060,2.0
Buenos Aires,9 de Julio,Manuel B. Gonnet  (Est. French),OTROS,6588060,2.0
Buenos Aires,9 de Julio,Morea,WIRELESS,6588080,130.0
Buenos Aires,9 de Julio,Patricios,ADSL,6588110,81.0
Buenos Aires,9 de Julio,Patricios,WIRELESS,6588110,50.0
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,6588120,118.0
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,6588120,42.0
Buenos Aires,Adolfo Alsina,Carhué,ADSL,6007010,766.0
Buenos Aires,Adolfo Alsina,Carhué,DIAL UP,6007010,1.0
Buenos Aires,Adolfo Alsina,Carhué,FIBRA OPTICA,6007010,1417.0
Buenos Aires,Adolfo Alsina,Carhué,OTROS,6007010,1.0
Buenos Aires,Adolfo Alsina,Carhué,WIRELESS,6007010,1073.0
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,6007020,208.0
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,6007050,60.0
Buenos Aires,Adolfo Alsina,Maza,FIBRA OPTICA,6007070,390.0
Buenos Aires,Adolfo Alsina,Maza,SATELITAL,6007070,2.0
Buenos Aires,Adolfo Alsina,Maza,WIRELESS,6007070,14.0
Buenos Aires,Adolfo Alsina,Rivera,FIBRA OPTICA,6007080,1309.0
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,6014010,464.0
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,6014010,2.0
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,6014010,943.0
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,6014010,690.0
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,6014020,654.0
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,OTROS,6014020,6.0
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,WIRELESS,6014020,57.0
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,6014030,46.0
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,WIRELESS,6014040,14.0
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,6021010,335.0
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6021010,6.0
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,6021010,1.0
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,6021010,2.0
Buenos Aires,Alberti,Coronel Seguí,WIRELESS,6021020,5.0
Buenos Aires,Alberti,Mechita,ADSL,6021030,285.0
Buenos Aires,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,6021070,24.0
Buenos Aires,Almirante Brown,Adrogué,ADSL,6028010,86.0
Buenos Aires,Almirante Brown,Adrogué,CABLEMODEM,6028010,9190.0
Buenos Aires,Almirante Brown,Adrogué,DIAL UP,6028010,53.0
Buenos Aires,Almirante Brown,Adrogué,FIBRA OPTICA,6028010,12086.0
Buenos Aires,Almirante Brown,Adrogué,OTROS,6028010,2.0
Buenos Aires,Almirante Brown,Adrogué,SATELITAL,6028010,1.0
Buenos Aires,Almirante Brown,Adrogué,WIRELESS,6028010,26.0
Buenos Aires,Almirante Brown,Burzaco,ADSL,6028010,39.0
Buenos Aires,Almirante Brown,Burzaco,CABLEMODEM,6028010,15962.0
Buenos Aires,Almirante Brown,Burzaco,DIAL UP,6028010,35.0
Buenos Aires,Almirante Brown,Burzaco,FIBRA OPTICA,6028010,12081.0
Buenos Aires,Almirante Brown,Burzaco,OTROS,6028010,6.0
Buenos Aires,Almirante Brown,Burzaco,SATELITAL,6028010,2.0
Buenos Aires,Almirante Brown,Burzaco,WIRELESS,6028010,309.0
Buenos Aires,Almirante Brown,Claypole,ADSL,6028010,4.0
Buenos Aires,Almirante Brown,Claypole,CABLEMODEM,6028010,7379.0
Buenos Aires,Almirante Brown,Claypole,DIAL UP,6028010,3.0
Buenos Aires,Almirante Brown,Claypole,FIBRA OPTICA,6028010,3987.0
Buenos Aires,Almirante Brown,Claypole,OTROS,6028010,13.0
Buenos Aires,Almirante Brown,Claypole,WIRELESS,6028010,2.0
Buenos Aires,Almirante Brown,Don Orione,CABLEMODEM,6028010,5391.0
Buenos Aires,Almirante Brown,Don Orione,WIRELESS,6028010,1.0
Buenos Aires,Almirante Brown,Glew,ADSL,6028010,11.0
Buenos Aires,Almirante Brown,Glew,CABLEMODEM,6028010,8794.0
Buenos Aires,Almirante Brown,Glew,DIAL UP,6028010,10.0
Buenos Aires,Almirante Brown,Glew,FIBRA OPTICA,6028010,12012.0
Buenos Aires,Almirante Brown,Glew,OTROS,6028010,12.0
Buenos Aires,Almirante Brown,Glew,WIRELESS,6028010,54.0
Buenos Aires,Almirante Brown,Jose Mármol,CABLEMODEM,6028010,7243.0
Buenos Aires,Almirante Brown,Jose Mármol,DIAL UP,6028010,1.0
Buenos Aires,Almirante Brown,Jose Mármol,FIBRA OPTICA,6028010,1605.0
Buenos Aires,Almirante Brown,Jose Mármol,OTROS,6028010,2.0
Buenos Aires,Almirante Brown,Jose Mármol,WIRELESS,6028010,1.0
Buenos Aires,Almirante Brown,Longchamps,ADSL,6028010,16.0
Buenos Aires,Almirante Brown,Longchamps,CABLEMODEM,6028010,8913.0
Buenos Aires,Almirante Brown,Longchamps,DIAL UP,6028010,20.0
Buenos Aires,Almirante Brown,Longchamps,FIBRA OPTICA,6028010,8223.0
Buenos Aires,Almirante Brown,Longchamps,OTROS,6028010,4.0
Buenos Aires,Almirante Brown,Longchamps,WIRELESS,6028010,1.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,ADSL,6028010,1.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,CABLEMODEM,6028010,4501.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,DIAL UP,6028010,3.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,6028010,787.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,OTROS,6028010,2.0
Buenos Aires,Almirante Brown,Malvinas Argentinas,WIRELESS,6028010,1.0
Buenos Aires,Almirante Brown,Ministro Rivadavia,ADSL,6028010,3.0
Buenos Aires,Almirante Brown,Ministro Rivadavia,CABLEMODEM,6028010,3544.0
Buenos Aires,Almirante Brown,Ministro Rivadavia,DIAL UP,6028010,4.0
Buenos Aires,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,6028010,4309.0
Buenos Aires,Almirante Brown,Ministro Rivadavia,WIRELESS,6028010,1.0
Buenos Aires,Almirante Brown,Rafael Calzada,ADSL,6028010,9.0
Buenos Aires,Almirante Brown,Rafael Calzada,CABLEMODEM,6028010,10634.0
Buenos Aires,Almirante Brown,Rafael Calzada,DIAL UP,6028010,14.0
Buenos Aires,Almirante Brown,Rafael Calzada,FIBRA OPTICA,6028010,10091.0
Buenos Aires,Almirante Brown,Rafael Calzada,OTROS,6028010,178.0
Buenos Aires,Almirante Brown,Rafael Calzada,WIRELESS,6028010,340.0
Buenos Aires,Almirante Brown,San Francisco Solano,ADSL,6028010,3.0
Buenos Aires,Almirante Brown,San Francisco Solano,CABLEMODEM,6028010,4227.0
Buenos Aires,Almirante Brown,San Francisco Solano,DIAL UP,6028010,4.0
Buenos Aires,Almirante Brown,San Francisco Solano,FIBRA OPTICA,6028010,4746.0
Buenos Aires,Almirante Brown,San Francisco Solano,OTROS,6028010,127.0
Buenos Aires,Almirante Brown,San Francisco Solano,WIRELESS,6028010,2.0
Buenos Aires,Almirante Brown,San Jose,ADSL,6028010,2.0
Buenos Aires,Almirante Brown,San Jose,CABLEMODEM,6028010,8599.0
Buenos Aires,Almirante Brown,San Jose,DIAL UP,6028010,1.0
Buenos Aires,Almirante Brown,San Jose,FIBRA OPTICA,6028010,1166.0
Buenos Aires,Almirante Brown,San Jose,SATELITAL,6028010,3.0
Buenos Aires,Almirante Brown,San Jose,WIRELESS,6028010,1.0
Buenos Aires,AMBA,Otros,CABLEMODEM,Sin Datos,0.0
Buenos Aires,AMBA,Otros,OTROS,Sin Datos,0.0
Buenos Aires,AMBA,Otros,WIRELESS,Sin Datos,13.0
Buenos Aires,Arrecifes,Arrecifes,ADSL,6077010,773.0
Buenos Aires,Arrecifes,Arrecifes,CABLEMODEM,6077010,1294.0
Buenos Aires,Arrecifes,Arrecifes,DIAL UP,6077010,12.0
Buenos Aires,Arrecifes,Arrecifes,FIBRA OPTICA,6077010,6902.0
Buenos Aires,Arrecifes,Arrecifes,SATELITAL,6077010,1.0
Buenos Aires,Arrecifes,Arrecifes,WIRELESS,6077010,1325.0
Buenos Aires,Arrecifes,Todd,FIBRA OPTICA,6077020,341.0
Buenos Aires,Arrecifes,Viña,ADSL,6077030,50.0
Buenos Aires,Arrecifes,Viña,WIRELESS,6077030,30.0
Buenos Aires,Avellaneda,Avellaneda,ADSL,6035010,903.0
Buenos Aires,Avellaneda,Avellaneda,CABLEMODEM,6035010,8387.0
Buenos Aires,Avellaneda,Avellaneda,DIAL UP,6035010,46.0
Buenos Aires,Avellaneda,Avellaneda,FIBRA OPTICA,6035010,7576.0
Buenos Aires,Avellaneda,Avellaneda,OTROS,6035010,72.0
Buenos Aires,Avellaneda,Avellaneda,SATELITAL,6035010,8.0
Buenos Aires,Avellaneda,Avellaneda,WIRELESS,6035010,79.0
Buenos Aires,Avellaneda,Crucesita,ADSL,6035010,1.0
Buenos Aires,Avellaneda,Crucesita,CABLEMODEM,6035010,4728.0
Buenos Aires,Avellaneda,Crucesita,FIBRA OPTICA,6035010,3160.0
Buenos Aires,Avellaneda,Crucesita,OTROS,6035010,2.0
Buenos Aires,Avellaneda,Dock Sud,ADSL,6035010,11.0
Buenos Aires,Avellaneda,Dock Sud,CABLEMODEM,6035010,606.0
Buenos Aires,Avellaneda,Dock Sud,FIBRA OPTICA,6035010,1898.0
Buenos Aires,Avellaneda,Dock Sud,OTROS,6035010,12.0
Buenos Aires,Avellaneda,Dock Sud,WIRELESS,6035010,26.0
Buenos Aires,Avellaneda,Gerli,ADSL,6035010,3.0
Buenos Aires,Avellaneda,Gerli,CABLEMODEM,6035010,5553.0
Buenos Aires,Avellaneda,Gerli,FIBRA OPTICA,6035010,4977.0
Buenos Aires,Avellaneda,Pineyro,ADSL,6035010,9.0
Buenos Aires,Avellaneda,Pineyro,CABLEMODEM,6035010,5475.0
Buenos Aires,Avellaneda,Pineyro,DIAL UP,6035010,1.0
Buenos Aires,Avellaneda,Pineyro,FIBRA OPTICA,6035010,2758.0
Buenos Aires,Avellaneda,Sarandí,ADSL,6035010,703.0
Buenos Aires,Avellaneda,Sarandí,CABLEMODEM,6035010,9148.0
Buenos Aires,Avellaneda,Sarandí,DIAL UP,6035010,60.0
Buenos Aires,Avellaneda,Sarandí,FIBRA OPTICA,6035010,13979.0
Buenos Aires,Avellaneda,Sarandí,OTROS,6035010,4.0
Buenos Aires,Avellaneda,Sarandí,SATELITAL,6035010,1.0
Buenos Aires,Avellaneda,Sarandí,WIRELESS,6035010,1.0
Buenos Aires,Avellaneda,Villa Domínico,ADSL,6035010,15.0
Buenos Aires,Avellaneda,Villa Domínico,CABLEMODEM,6035010,8086.0
Buenos Aires,Avellaneda,Villa Domínico,DIAL UP,6035010,2.0
Buenos Aires,Avellaneda,Villa Domínico,FIBRA OPTICA,6035010,7644.0
Buenos Aires,Avellaneda,Villa Domínico,OTROS,6035010,11.0
Buenos Aires,Avellaneda,Villa Domínico,WIRELESS,6035010,600.0
Buenos Aires,Avellaneda,Wilde,ADSL,6035010,329.0
Buenos Aires,Avellaneda,Wilde,CABLEMODEM,6035010,11682.0
Buenos Aires,Avellaneda,Wilde,DIAL UP,6035010,62.0
Buenos Aires,Avellaneda,Wilde,FIBRA OPTICA,6035010,16887.0
Buenos Aires,Avellaneda,Wilde,OTROS,6035010,8.0
Buenos Aires,Avellaneda,Wilde,WIRELESS,6035010,101.0
Buenos Aires,Ayacucho,Ayacucho,ADSL,6042010,1834.0
Buenos Aires,Ayacucho,Ayacucho,DIAL UP,6042010,2.0
Buenos Aires,Ayacucho,Ayacucho,WIRELESS,6042010,142.0
Buenos Aires,Ayacucho,La Constancia,WIRELESS,6042020,10.0
Buenos Aires,Ayacucho,Solanet,WIRELESS,6042030,27.0
Buenos Aires,Ayacucho,Udaquiola,SATELITAL,6042040,1.0
Buenos Aires,Ayacucho,Udaquiola,WIRELESS,6042040,46.0
Buenos Aires,Azul,Azul,ADSL,6049020,1692.0
Buenos Aires,Azul,Azul,CABLEMODEM,6049020,15053.0
Buenos Aires,Azul,Azul,DIAL UP,6049020,48.0
Buenos Aires,Azul,Azul,FIBRA OPTICA,6049020,79.0
Buenos Aires,Azul,Azul,OTROS,6049020,14.0
Buenos Aires,Azul,Azul,SATELITAL,6049020,2.0
Buenos Aires,Azul,Azul,WIRELESS,6049020,1145.0
Buenos Aires,Azul,Cacharí,DIAL UP,6049030,2.0
Buenos Aires,Azul,Cacharí,WIRELESS,6049030,521.0
Buenos Aires,Azul,Chillar,SATELITAL,6049040,1.0
Buenos Aires,Azul,Chillar,WIRELESS,6049040,565.0
Buenos Aires,Bahía Blanca,Bahía Blanca,ADSL,6056010,3774.0
Buenos Aires,Bahía Blanca,Bahía Blanca,CABLEMODEM,6056010,103297.0
Buenos Aires,Bahía Blanca,Bahía Blanca,DIAL UP,6056010,388.0
Buenos Aires,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,6056010,15511.0
Buenos Aires,Bahía Blanca,Bahía Blanca,OTROS,6056010,64.0
Buenos Aires,Bahía Blanca,Bahía Blanca,SATELITAL,6056010,8.0
Buenos Aires,Bahía Blanca,Bahía Blanca,WIRELESS,6056010,2764.0
Buenos Aires,Bahía Blanca,Cabildo,CABLEMODEM,6056020,193.0
Buenos Aires,Bahía Blanca,Cabildo,DIAL UP,6056020,4.0
Buenos Aires,Bahía Blanca,Cabildo,FIBRA OPTICA,6056020,210.0
Buenos Aires,Bahía Blanca,Cabildo,OTROS,6056020,2.0
Buenos Aires,Bahía Blanca,Cabildo,WIRELESS,6056020,66.0
Buenos Aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,6056030,320.0
Buenos Aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,6056030,1678.0
Buenos Aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),DIAL UP,6056030,1.0
Buenos Aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,6056030,2.0
Buenos Aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,6056030,15.0
Buenos Aires,Bahía Blanca,Ingeniero White,FIBRA OPTICA,6056020,1.0
Buenos Aires,Bahía Blanca,Ingeniero White,SATELITAL,6056020,3.0
Buenos Aires,Balcarce,Balcarce,ADSL,6063010,1347.0
Buenos Aires,Balcarce,Balcarce,CABLEMODEM,6063010,11898.0
Buenos Aires,Balcarce,Balcarce,DIAL UP,6063010,36.0
Buenos Aires,Balcarce,Balcarce,FIBRA OPTICA,6063010,45.0
Buenos Aires,Balcarce,Balcarce,OTROS,6063010,9.0
Buenos Aires,Balcarce,Balcarce,WIRELESS,6063010,883.0
Buenos Aires,Balcarce,Los Pinos,OTROS,6063020,9.0
Buenos Aires,Balcarce,Los Pinos,WIRELESS,6063020,30.0
Buenos Aires,Balcarce,Napaleofú,FIBRA OPTICA,6063030,15.0
Buenos Aires,Balcarce,Napaleofú,WIRELESS,6063030,107.0
Buenos Aires,Balcarce,Ramos Otero,WIRELESS,6063040,8.0
Buenos Aires,Balcarce,San Agustín,OTROS,6063050,3.0
Buenos Aires,Balcarce,San Agustín,WIRELESS,6063050,72.0
Buenos Aires,Balcarce,Villa Laguna La Brava,WIRELESS,6063060,42.0
Buenos Aires,Baradero,Baradero,ADSL,6070010,861.0
Buenos Aires,Baradero,Baradero,CABLEMODEM,6070010,7532.0
Buenos Aires,Baradero,Baradero,FIBRA OPTICA,6070010,85.0
Buenos Aires,Baradero,Baradero,SATELITAL,6070010,2.0
Buenos Aires,Baradero,Baradero,WIRELESS,6070010,827.0
Buenos Aires,Baradero,Irineo Portela,FIBRA OPTICA,6070020,1.0
Buenos Aires,Baradero,Irineo Portela,WIRELESS,6070020,78.0
Buenos Aires,Baradero,Santa Coloma,WIRELESS,6070030,55.0
Buenos Aires,Baradero,Villa Alsina  (Est. Alsina),ADSL,6070040,91.0
Buenos Aires,Baradero,Villa Alsina  (Est. Alsina),OTROS,6070040,10.0
Buenos Aires,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,6070040,248.0
Buenos Aires,Benito Juárez,Barker,DIAL UP,6084010,1.0
Buenos Aires,Benito Juárez,Barker,FIBRA OPTICA,6084010,10.0
Buenos Aires,Benito Juárez,Barker,SATELITAL,6084010,2.0
Buenos Aires,Benito Juárez,Barker,WIRELESS,6084010,70.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,6084020,650.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,6084020,20.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,6084020,563.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),OTROS,6084020,4.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,6084020,1.0
Buenos Aires,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,6084020,147.0
Buenos Aires,Benito Juárez,López,FIBRA OPTICA,6084030,4.0
Buenos Aires,Benito Juárez,López,WIRELESS,6084030,12.0
Buenos Aires,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,6084050,20.0
Buenos Aires,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,6084050,1.0
Buenos Aires,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,6084050,100.0
Buenos Aires,Berazategui,Berazategui,ADSL,6091010,247.0
Buenos Aires,Berazategui,Berazategui,CABLEMODEM,6091010,15969.0
Buenos Aires,Berazategui,Berazategui,DIAL UP,6091010,38.0
Buenos Aires,Berazategui,Berazategui,FIBRA OPTICA,6091010,29692.0
Buenos Aires,Berazategui,Berazategui,OTROS,6091010,15.0
Buenos Aires,Berazategui,Berazategui,SATELITAL,6091010,4.0
Buenos Aires,Berazategui,Berazategui,WIRELESS,6091010,49.0
Buenos Aires,Berazategui,Berazategui Oeste,ADSL,6091010,16.0
Buenos Aires,Berazategui,Berazategui Oeste,CABLEMODEM,6091010,143.0
Buenos Aires,Berazategui,Berazategui Oeste,FIBRA OPTICA,6091010,15952.0
Buenos Aires,Berazategui,Carlos Tomás Sourigues,ADSL,6091010,1.0
Buenos Aires,Berazategui,Carlos Tomás Sourigues,CABLEMODEM,6091010,1291.0
Buenos Aires,Berazategui,Carlos Tomás Sourigues,FIBRA OPTICA,6091010,2002.0
Buenos Aires,Berazategui,Centro Agrícola El Pato,ADSL,6091010,1340.0
Buenos Aires,Berazategui,Centro Agrícola El Pato,CABLEMODEM,6091010,2262.0
Buenos Aires,Berazategui,Centro Agrícola El Pato,FIBRA OPTICA,6091010,672.0
Buenos Aires,Berazategui,Centro Agrícola El Pato,WIRELESS,6091010,16.0
Buenos Aires,Berazategui,Guillermo E. Hudson,ADSL,6091010,67.0
Buenos Aires,Berazategui,Guillermo E. Hudson,CABLEMODEM,6091010,5749.0
Buenos Aires,Berazategui,Guillermo E. Hudson,DIAL UP,6091010,2.0
Buenos Aires,Berazategui,Guillermo E. Hudson,FIBRA OPTICA,6091010,10092.0
Buenos Aires,Berazategui,Guillermo E. Hudson,OTROS,6091010,1.0
Buenos Aires,Berazategui,Juan María Gutierrez,ADSL,6091010,94.0
Buenos Aires,Berazategui,Juan María Gutierrez,CABLEMODEM,6091010,1904.0
Buenos Aires,Berazategui,Juan María Gutierrez,DIAL UP,6091010,2.0
Buenos Aires,Berazategui,Juan María Gutierrez,FIBRA OPTICA,6091010,5644.0
Buenos Aires,Berazategui,Juan María Gutierrez,WIRELESS,6091010,90.0
Buenos Aires,Berazategui,Pereyra,CABLEMODEM,6091010,240.0
Buenos Aires,Berazategui,Pereyra,DIAL UP,6091010,1.0
Buenos Aires,Berazategui,Pereyra,FIBRA OPTICA,6091010,431.0
Buenos Aires,Berazategui,Plátanos,CABLEMODEM,6091010,1658.0
Buenos Aires,Berazategui,Plátanos,FIBRA OPTICA,6091010,2370.0
Buenos Aires,Berazategui,Plátanos,OTROS,6091010,1.0
Buenos Aires,Berazategui,Ranelagh,ADSL,6091010,10.0
Buenos Aires,Berazategui,Ranelagh,CABLEMODEM,6091010,2807.0
Buenos Aires,Berazategui,Ranelagh,DIAL UP,6091010,13.0
Buenos Aires,Berazategui,Ranelagh,FIBRA OPTICA,6091010,7837.0
Buenos Aires,Berazategui,Ranelagh,SATELITAL,6091010,1.0
Buenos Aires,Berazategui,Villa España,ADSL,6091010,1.0
Buenos Aires,Berazategui,Villa España,CABLEMODEM,6091010,986.0
Buenos Aires,Berazategui,Villa España,FIBRA OPTICA,6091010,2376.0
Buenos Aires,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,6098010,132.0
Buenos Aires,Berisso,Barrio El Carmen (Este),WIRELESS,6098010,250.0
Buenos Aires,Berisso,Berisso,ADSL,6098010,3116.0
Buenos Aires,Berisso,Berisso,CABLEMODEM,6098010,14608.0
Buenos Aires,Berisso,Berisso,DIAL UP,6098010,21.0
Buenos Aires,Berisso,Berisso,FIBRA OPTICA,6098010,7667.0
Buenos Aires,Berisso,Berisso,OTROS,6098010,6.0
Buenos Aires,Berisso,Berisso,WIRELESS,6098010,413.0
Buenos Aires,Berisso,Villa Arguello,FIBRA OPTICA,6098010,132.0
Buenos Aires,Berisso,Villa Arguello,WIRELESS,6098010,250.0
Buenos Aires,Berisso,Villa Nueva,FIBRA OPTICA,6098010,132.0
Buenos Aires,Berisso,Villa Nueva,WIRELESS,6098010,250.0
Buenos Aires,Berisso,Villa Progreso,FIBRA OPTICA,6098010,132.0
Buenos Aires,Berisso,Villa Progreso,WIRELESS,6098010,250.0
Buenos Aires,Bolívar,Hale,ADSL,6105010,10.0
Buenos Aires,Bolívar,Juan F. Ibarra,FIBRA OPTICA,6105020,1.0
Buenos Aires,Bolívar,OTROS,CABLEMODEM,Sin Datos,1.0
Buenos Aires,Bolívar,OTROS,FIBRA OPTICA,Sin Datos,1.0
Buenos Aires,Bolívar,Pirovano,OTROS,6105050,50.0
Buenos Aires,Bolívar,Pirovano,WIRELESS,6105050,45.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),ADSL,6105060,727.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),CABLEMODEM,6105060,5123.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),DIAL UP,6105060,2.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),FIBRA OPTICA,6105060,10.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),SATELITAL,6105060,1.0
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),WIRELESS,6105060,255.0
Buenos Aires,Bolívar,Urdampilleta,DIAL UP,6105070,5.0
Buenos Aires,Bolívar,Urdampilleta,FIBRA OPTICA,6105070,2.0
Buenos Aires,Bolívar,Urdampilleta,WIRELESS,6105070,71.0
Buenos Aires,Bragado,Bragado,ADSL,6112010,500.0
Buenos Aires,Bragado,Bragado,CABLEMODEM,6112010,2810.0
Buenos Aires,Bragado,Bragado,DIAL UP,6112010,10.0
Buenos Aires,Bragado,Bragado,FIBRA OPTICA,6112010,246.0
Buenos Aires,Bragado,Bragado,WIRELESS,6112010,212.0
Buenos Aires,Bragado,Comodoro Py,FIBRA OPTICA,6112020,220.0
Buenos Aires,Bragado,Comodoro Py,WIRELESS,6112020,2.0
Buenos Aires,Bragado,General O'Brien,ADSL,6112030,321.0
Buenos Aires,Bragado,General O'Brien,FIBRA OPTICA,6112030,83.0
Buenos Aires,Bragado,General O'Brien,WIRELESS,6112030,36.0
Buenos Aires,Bragado,Irala,CABLEMODEM,6112040,2.0
Buenos Aires,Bragado,Irala,WIRELESS,6112040,22.0
Buenos Aires,Bragado,Mechita (Est. Mecha),ADSL,6112070,10.0
Buenos Aires,Bragado,Mechita (Est. Mecha),CABLEMODEM,6112070,8.0
Buenos Aires,Bragado,Mechita (Est. Mecha),WIRELESS,6112070,8.0
Buenos Aires,Bragado,Olascoaga,WIRELESS,6112080,40.0
Buenos Aires,Bragado,Warnes,ADSL,6112090,135.0
Buenos Aires,Bragado,Warnes,OTROS,6112090,9.0
Buenos Aires,Bragado,Warnes,WIRELESS,6112090,7.0
Buenos Aires,Brandsen,Coronel Brandsen,ADSL,6119050,1250.0
Buenos Aires,Brandsen,Coronel Brandsen,CABLEMODEM,6119050,420.0
Buenos Aires,Brandsen,Coronel Brandsen,DIAL UP,6119050,1.0
